,Country,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
237,Uganda,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,461.082640704,463.244700621,465.416898641,467.599282303,469.791899366,471.994797818,474.208025868,476.431631952,478.665664735,480.910173108,483.165206192,485.430813339,487.70704413,489.993948383,492.291576144,494.599977699,496.919203566,499.249304501,501.590331499,503.942335793,506.305368856,508.679482404,511.064728394,513.461159028,515.86882675,518.287784252,520.718084474,523.159780603,525.612926075,528.077574577,530.553780048,533.041596679,535.541078917,538.052281462,540.575259273,543.110067564,545.65676181,548.215397745,550.786031365,553.368718927,555.963516956,558.570482236,561.189671822,563.821143034,566.464953463,569.121160968,571.78982368,574.471000003,577.164748614,579.871128466,582.590198788,585.322019086,588.066649148,590.824149038,593.594579104,596.377999978,599.174472575,601.984058095,604.806818026,607.642814144,610.492108515,613.354763496,616.230841735,619.120406176,622.023520057,624.940246912,627.870650574,630.814795174,633.772745146,636.744565224,639.730320446,642.730076155,645.743898002,648.771851942,651.814004244,654.870421485,657.941170553,661.026318654,664.125933304,667.240082339,670.368833912,673.512256496,676.670418884,679.843390194,683.031239864,686.234037662,689.45185368,692.68475834,695.932822395,699.196116928,702.474713356,705.768683432,709.078099244,712.403033218,713.646325784,714.891788157,716.139424122,717.389237473,718.641232011,719.895411541,721.151779878,722.41034084,723.671098256,724.934055957,726.199217783,727.466587583,728.736169208,730.007966519,731.281983383,732.558223673,733.83669127,735.117390061,736.40032394,737.685496807,738.97291257,740.262575143,741.554488447,742.848656411,744.14508297,745.443772064,746.744727643,748.047953662,749.353454084,750.661232877,751.971294018,753.283641491,754.598279284,755.915211397,757.234441831,758.555974599,759.879813719,710.290751463,734.753483984,746.83409707,716.655010917,743.207827213,763.137203085,774.371069172,757.982021323,774.450404732,788.691093442,758.696196221,767.271739814,830.801787496,868.287775502,861.751681951,888.69335601,908.9185217,904.596341388,974.599198154,960.968043776,964.150113994,950.735869015,927.253109466,908.341599319,867.671963935,852.351717926,843.733137214,777.374963127,675.821802472,638.768303324,647.57019341,682.266226772,711.848160481,630.523201537,622.03969166,603.241412175,617.724406516,636.793851405,658.11132898,661.301994434,646.056375743,644.17079694,674.235151411,693.025204922,755.161547826,799.008671197,816.559081025,830.710447043,865.827267867,881.208266965,896.54015108,927.721001835,937.60155529,959.708812328,991.0,1050.41774003,1103.74942795,1150.60180988,1192.85901933,1219.45728856,1260.0329516,1251.09807016
238,Ukraine,615.677705381,616.319577048,616.962117896,617.605328621,618.249209923,618.893762499,619.538987051,620.184884278,620.831454882,621.478699565,622.12661903,622.77521398,623.424485119,624.074433153,624.725058786,625.376362726,626.02834568,626.681008355,627.33435146,627.988375705,628.6430818,632.623934698,636.629996161,640.66142582,644.71838432,648.801033319,652.909535502,657.044054583,661.204755312,665.391803484,669.605365942,673.845610588,678.112706385,682.406823366,686.728132641,691.076806406,695.453017944,699.856941636,704.288752969,708.74862854,713.236746065,717.753284383,722.298423469,726.872344436,731.475229543,736.107262205,740.768626997,745.459509663,750.180097124,754.930577485,759.71114004,764.521975283,769.363274916,774.235231852,779.138040228,784.071895408,789.036993995,794.033533836,799.061714033,804.121734945,809.213798203,814.338106713,819.494864666,824.684277549,829.906552145,835.161896551,840.45052018,845.77263377,851.128449396,856.518180473,861.94204177,867.400249415,872.893020905,878.420575112,883.983132299,889.580914118,895.214143629,900.883045302,906.58784503,912.328770134,918.106049379,923.919912974,929.770592588,935.658321357,941.583333893,947.545866294,910.950991457,1065.1722497,1024.65649541,952.773705556,948.852826109,869.128277359,951.46674574,1078.24184785,1225.92830701,1134.44111992,1249.45358369,1228.54222664,1261.21622203,1338.32685115,1309.57373521,1342.2477306,1458.56715418,1357.93124838,1501.6968281,1329.17813244,1270.36494074,1220.70046775,1333.09901189,1384.0704447,1476.8645916,1364.46604746,1474.25067197,1548.74738146,1478.92680279,1522.08861506,1353.24976118,1188.2193025,727.403483259,627.115742984,629.654673118,576.337140314,669.008090188,770.565295529,976.218636346,1219.95592917,1369.75280704,1426.87873505,1500.50770892,1517.96388235,1586.48918116,1600.86038295,1576.15800247,1635.43856479,1785.5231158,2041.53369512,2180.39355236,2361.29306537,2354.64400414,2450.01612806,2347.98282103,2303.91982237,2260.68372407,2218.25900826,2176.63044827,2135.7831032,2095.7023125,2328.51873001,2630.7391322,2873.3243897,3112.30663631,3073.30748038,3216.56264319,3299.74729901,3402.21362117,3628.58452272,3906.27052087,3916.63560405,4137.13266401,4018.82910794,4321.40820005,4488.4379535,4534.86102886,4365.06190947,4862.00990159,5075.33302325,5261.59828594,5436.03425528,5697.74642103,5723.37515229,6106.42196688,6207.44841774,6180.7763546,6636.82057794,6793.58935807,6777.44060608,7060.09186427,7192.20503879,7339.60300907,7274.33675289,7254.74567508,7292.08755962,7441.1173492,7646.09667932,7703.99843118,7736.52618488,8017.78493138,8086.55628547,8227.17854679,8343.76938561,8123.20364547,7400.98969943,6650.45350745,5704.10929748,4419.11775124,3909.53935754,3548.68954391,3472.47527565,3435.90697839,3460.3238554,3700.35092304,4082.18635263,4334.81675793,4781.14585646,5400.28493928,5583.0,6041.2005069,6539.99186735,6730.01074148,5762.52457516,6022.47770431,6359.65457961,6389.58597273
239,United Arab Emirates,845.764146838,845.963719149,846.163338553,846.36300506,846.562718682,846.76247943,846.962287315,847.162142347,847.362044539,847.561993901,847.761990445,847.962034181,848.162125121,848.362263275,848.562448656,848.762681274,848.96296114,849.163288265,849.363662661,849.564084339,849.764553309,854.71199463,859.688240608,864.693458945,869.727818324,874.791488408,879.884639847,885.007444285,890.160074366,895.34270374,900.555507065,905.798660019,911.0723393,916.376722639,921.711988797,927.078317578,932.475889833,937.904887466,943.365493439,948.857891781,954.38226759,959.938807044,965.527697403,971.149127019,976.803285341,982.490362917,988.21055141,993.964043594,999.751033369,1005.57171576,1011.42628694,1017.31494419,1023.23788599,1029.19531194,1035.18742281,1041.21442053,1047.27650824,1053.37389021,1059.50677195,1065.67536014,1071.87986265,1078.12048861,1084.3974483,1090.71095329,1097.06121634,1103.44845145,1109.87287389,1116.33470016,1122.83414804,1129.37143657,1135.94678604,1142.56041807,1149.21255554,1155.90342263,1162.63324483,1169.40224895,1176.2106631,1183.05871673,1189.94664063,1196.87466694,1203.84302913,1210.85196204,1217.90170189,1224.99248625,1232.12455409,1239.29814578,1246.51350306,1253.7708691,1261.07048848,1268.41260721,1275.79747273,1283.2253339,1290.69644107,1298.211046,1305.76940196,1313.37176366,1321.01838731,1328.70953062,1336.44545277,1344.22641449,1352.05267799,1359.92450703,1367.8421669,1375.80592442,1383.816048,1391.87280757,1399.97647465,1408.12732236,1416.32562538,1424.57165999,1432.86570411,1441.20803725,1449.59894055,1458.0386968,1499.17910277,1541.48033732,1584.97515471,1629.69723339,1675.68120208,1722.96266661,1771.57823747,1821.56555814,1872.96333429,1925.81136371,1980.15056711,2036.02301987,2093.47198455,2152.54194443,2213.27863794,2275.72909408,2339.94166883,2405.96608259,2473.85345869,2543.65636298,2615.42884449,2689.22647735,2765.10640376,2843.12737827,2923.34981325,3005.8358257,3090.64928533,3177.85586399,3267.52308656,3359.72038323,3454.51914324,3551.99277017,3652.21673876,3755.26865339,3861.22830814,3970.17774856,4082.20133524,4197.38580911,4315.8203586,4437.59668869,4562.80909197,4691.55452157,4823.9326663,4960.04602783,5100.0,5536.96797846,6011.37537147,6526.42998791,7085.61448172,7692.70990059,8351.82125238,9067.40526201,9844.30050657,10687.7601324,11603.4873754,12597.6741247,13677.0427905,13239.2558282,12703.6104598,19448.8608311,47592.518409,53499.4568226,52628.3622541,53335.1757503,45587.6213954,50726.2276031,58179.4485579,55157.8184573,47211.4005979,42152.1537253,41475.7113177,38213.6512358,29225.2952878,29327.0587995,27050.8473429,29062.1632004,32431.2285428,30832.8150965,30084.2364764,28314.8115696,29007.1371298,29341.6507187,29286.3088454,29989.4484826,28676.1896096,28251.7043579,30012.3177544,29446.2570687,28728.9618512,30646.1106436,32181.9396006,33487.0,35388.8568963,35530.7798584,35246.6937704,31561.1669247,31040.2545235,31700.3935492,31980.241438
240,United Kingdom,2716.87022562,2736.97506529,2740.53313288,2744.09582595,2747.66315053,2751.23511262,2754.81171827,2758.3929735,2761.97888437,2765.56945692,2769.16469721,2772.76461132,2776.36920531,2779.97848528,2783.59245731,2787.2111275,2790.83450197,2794.46258682,2798.09538818,2801.73291219,2805.37516498,2809.02215269,2812.67388149,2816.33035753,2819.991587,2823.65757606,2827.32833091,2831.00385774,2834.68416276,2838.36925217,2842.0591322,2931.70461572,2862.1592362,2851.91218183,2926.93684192,3041.81127457,3111.03023338,3028.5647215,3150.67360404,3255.27634557,3119.71634634,3013.780318,2908.8634295,2924.40452066,3060.07668262,3181.70496146,3351.50385305,3382.1972172,3460.11999392,3541.78533248,3523.80356664,3692.63320653,3723.87315427,3822.7717927,3879.19379075,3818.20533446,4039.62933741,4065.92765422,4029.35610602,4084.87469478,4128.81568347,4192.26350178,4171.61464498,4157.37631148,4221.28781451,4300.02732712,4316.17053692,4222.72364151,4304.55283112,4280.86129239,4490.23007023,4689.29473047,4671.4071607,4735.48942411,4766.09549376,4832.55913114,4827.62201308,4820.63653685,4788.6935333,4718.33291632,4893.99450339,5022.21867735,5127.2300852,5127.61003106,5097.13088978,5029.61318868,5066.6888921,5225.90373143,5417.23621942,5663.06556006,5641.98576252,5594.67320004,5413.32625536,5363.25755837,5670.28047194,5795.26915626,5979.44646934,6000.48475238,6231.59731292,6427.5467876,6321.79796716,6263.50800083,6368.89909416,6248.3343986,6231.9067032,6362.13638969,6517.80874568,6584.65112406,6261.81078129,6348.12904361,6489.23095495,6627.32530304,6701.70294751,6925.19672705,6933.69212029,7442.72725904,7577.99932307,7629.56072354,7683.46197971,6854.6323149,6400.75251517,6247.68002354,6526.04182232,6698.83506585,6925.7542582,7240.38285727,6947.10681732,7480.26614361,7539.41524337,7745.39266367,7657.49241904,7231.82779625,7245.67304041,7427.52015896,7892.03008149,8161.5441138,8493.92124896,8750.70210323,8819.42992054,8813.72908704,9649.16985731,10529.7423772,10750.975014,10898.5183068,10422.379254,9930.8330656,9493.41965929,9295.07487333,9493.83601993,9789.47169269,9766.5037529,10025.4527404,9979.50848747,10338.5077536,10723.3023505,11073.645695,11158.9518057,11283.1779537,11211.1135594,11596.7273943,12167.3329688,12464.9095118,12477.1770687,12876.5997418,13465.9936932,13724.352713,13912.6264653,14142.8508856,14651.0073603,14850.4852145,15154.1847209,15399.0762454,15895.1164124,16924.4292589,16690.2702426,16673.6395182,17050.6339209,17428.7484619,18053.9480045,18531.6890273,18199.8344963,17940.7806815,18232.4245157,18865.502252,19309.6654981,19935.2409739,20747.6926618,21664.7876711,22673.2758275,23100.741758,23123.5269568,22739.733073,22705.0925364,23170.2815081,24118.666906,24716.0142463,25328.7711646,26074.5313569,26773.3302681,27467.5062571,28644.7124451,28978.414374,29478.9991916,30204.1543093,31097.5219042,31580.0,32214.6511507,33165.2016374,32623.51605,31127.3079095,31448.1822759,31496.6222779,31295.1431522
241,United States,1912.62274845,1948.59292759,1981.62563649,1946.6118705,1944.21508884,1987.87705632,2024.49010321,2045.4453226,1896.70435121,1993.22198003,2050.51519999,2093.54982299,2056.1547323,2079.25448725,2119.34987471,2111.18885605,2023.09027173,2021.75031608,2027.30364327,2023.01874627,2011.22155511,2043.37766782,2101.55301622,2077.83952821,2134.86426317,2184.18609141,2200.14913453,2210.11023284,2209.17359495,2133.95955792,2293.66780085,2438.00138753,2530.55374462,2620.99014815,2491.54984006,2589.99019641,2629.47125615,2543.0476394,2520.6456201,2646.11776309,2512.15492167,2457.92101256,2436.72921044,2476.51964232,2614.36444949,2656.43792473,2673.07224854,2744.83000941,2817.91577032,2743.69519017,2754.89524796,2871.33814011,3022.02806954,3235.59297762,3244.90433149,3172.17189472,3239.39321605,3167.38883849,3182.83125301,3270.94395762,3359.31228802,3288.24948443,3393.60745205,3617.63789832,3739.47176798,3541.91663391,3514.00095933,3631.99772089,3681.87753002,3781.48363123,3970.93264773,4044.90129179,4106.03123361,4198.87531191,4055.7575681,4170.61982547,4131.66665026,4181.78489467,4275.61122349,4718.64004724,5178.85945615,5239.22417249,5428.5309954,5402.7624991,5362.11323655,5277.75468335,5332.38833156,5472.2573714,5330.84510605,5549.39115517,5524.69846338,5584.3903706,5717.14616888,5579.84108473,5297.87747331,5828.92891657,5603.89551091,5962.9378466,6008.8869185,6609.77575038,6624.30470898,7305.784194,7282.16973998,7356.12907503,7494.66123422,8031.68387373,8205.4181824,7928.61125162,7339.85198744,8048.39064481,7913.69628652,8010.70699893,8317.32856304,8448.56358671,7615.95641565,7758.77458627,8875.24082644,8714.45734234,9254.58272704,8908.36705004,8568.17168335,8068.81892164,8504.51029122,9512.22061859,9544.97542503,9581.56572253,9990.36319328,9869.43652842,9892.78862075,10387.3753512,9346.20492344,8640.92544964,7433.95298545,7267.62816508,7977.82020497,8601.16188148,9629.63336979,10028.3406947,9569.06701456,10225.2594557,10948.0575776,12667.3809247,14819.5546423,16980.8727727,18085.0974249,17614.9479945,15431.4067555,14931.5489149,15266.3812646,14866.243627,15855.8582869,16750.7442733,17039.381904,17471.2815006,16979.2589859,17822.4519308,17783.2720046,17749.4997135,17217.3862044,18084.1139235,18175.4260735,18226.6226192,18978.4493621,19461.0983453,20243.9787522,21209.9325174,22263.2236567,22495.6800616,23268.2141896,23669.410553,23345.7736657,23744.6717904,24654.0351191,25741.9990691,25281.7043429,24889.6017266,25881.7202302,26715.1365335,27814.1809717,28278.9145061,27838.1079548,28160.135153,27243.4677895,28119.6868386,29785.2541918,30636.2110237,31297.3101262,31953.8140586,32860.519692,33587.0857425,33710.3898229,33076.8743436,33589.594282,33914.8920184,34730.5643331,35053.2861275,35806.996789,36847.8133695,37811.678372,38912.5817762,39758.4991066,39474.106399,39535.8445718,40044.1845801,40956.4013396,41674.0,42378.8453642,42764.2212461,42226.5800346,40576.8875973,41230.5698634,41678.4109659,42296.2316492
242,Uruguay,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,784.462742542,802.957193271,821.887668161,841.264446891,861.098051497,881.399252081,902.17907266,923.448797153,945.219975507,967.504429973,990.314261518,1013.6618564,1037.55989291,1062.02134822,1087.05950546,1112.68796093,1138.92063147,1165.77176201,1193.25593333,1221.38806998,1250.18344834,1279.65770497,1309.82684506,1340.70725115,1372.315692,1404.66933173,1437.7857391,1471.68289707,1506.3792126,1541.89352656,1578.24512404,1615.4537448,1653.53959396,1692.52335303,1732.42619107,1773.26977623,1815.07628753,1857.86842685,1901.6694313,1946.50308585,1992.39373618,2039.36630198,2087.44629041,2136.65981003,2187.0335849,2238.59496912,2291.37196173,2345.39322182,2400.68808419,2457.28657522,2515.21942917,2511.99931909,3035.51600278,2999.9872653,2670.33314239,2240.25372508,2427.40748577,2448.18963079,2591.78189726,2247.788686,2401.19564592,2227.77355375,2398.64061356,2764.10927357,2680.57477626,2963.17760561,3008.19157617,2614.93408739,3134.98500151,2785.5617022,2476.54961174,2641.6405357,2646.24491665,2810.95227495,3064.66709591,2962.06216137,3049.70665228,2875.86251891,2595.08100864,2607.73044737,2558.8412617,2575.85818635,2967.02736367,3016.04281406,3044.56450416,2692.3566199,2921.71657662,3180.19673963,3429.14507629,3410.15039427,3616.94917022,3410.32228473,4045.86638992,3817.77989602,3061.19122523,2849.17401269,2892.96658804,3134.27224676,3261.16056506,3615.78276918,3084.06417948,3172.99966724,3550.25271896,3656.14143469,3918.22200058,3676.64671367,3918.95959378,4379.6474955,4504.86723492,4437.56285631,4960.90208773,4037.1239177,3686.22053129,3172.24651491,3714.87083941,3870.20867417,3989.47339814,3993.26364473,4240.05039116,4258.09245519,4221.97742609,4247.20857578,3849.72879755,3841.53724113,4272.79842525,4340.7922387,4709.27214413,4973.97282567,5080.6987237,5194.3790898,5374.00649565,5714.80897904,5716.76674435,5926.62726411,6217.57346296,6172.35045616,6182.25544038,6150.77296907,6230.9041984,5605.0019652,5720.89134986,5808.69792252,5603.35771661,5558.90059779,5603.14731624,5605.10672325,5737.16271785,5444.61961974,5475.22974381,5756.43414283,5979.1286262,5916.94980128,5703.40889806,5737.31161772,5909.0503538,6252.61998075,6468.66177589,6504.33966315,6808.8625014,7189.87153976,7586.16043092,7690.70306945,6920.22305102,6475.01236261,6366.469352,6420.40871341,6946.57345114,7452.39896918,7407.36107117,7453.36135582,7466.41040427,7628.83675273,8137.00477549,8331.9398764,8728.06724407,8495.07079231,8856.81142688,9230.24070831,9590.0719777,9266.79198968,9092.31774648,8732.19819859,7727.00200435,7853.81868559,8735.00147714,9266.0,9620.33026851,10220.535855,10920.6417529,11148.2760868,12097.7746503,12741.7920246,13179.2310803
243,USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Uzbekistan,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,351.023865703,352.050726551,353.080591307,354.113468758,355.149367717,356.188297022,357.23026554,358.27528216,359.323355798,360.374495399,361.42870993,362.486008388,363.546399793,364.609893193,365.676497663,366.746222304,367.819076243,368.895068635,369.97420866,371.056505526,372.141968468,373.230606749,374.322429656,375.417446506,376.515666642,377.617099435,378.721754284,379.829640613,380.940767875,382.055145553,383.172783153,384.293690213,385.417876296,386.545350996,387.676123931,388.810204752,389.947603133,391.088328781,392.232391429,393.379800837,394.530566798,395.68469913,396.84220768,398.003102325,399.167392971,400.335089552,401.506202032,402.680740403,403.858714686,405.040134934,406.225011227,407.413353674,408.605172416,409.800477622,410.999279491,412.201588251,413.407414162,414.616767513,415.829658622,417.046097838,418.266095541,419.489662141,420.716808077,421.947543821,423.181879874,405.685081486,473.021706421,453.739644899,420.712479778,417.793510289,381.604877207,416.572746005,470.739481627,533.699403011,492.471164207,540.861633827,530.302090891,542.862699057,574.420389778,560.486058755,572.841850654,620.719933802,576.254391297,635.456653725,560.859471111,534.523215773,512.170294666,557.7439707,577.428047289,614.394841594,566.026570443,609.835387151,638.835548578,608.306380729,624.284902319,620.0,535.732249133,462.917810905,400.0,376.828873628,355.0,382.0102203,411.075516658,442.352249798,476.008677171,512.225858115,551.198627892,593.136645831,598.336045338,623.574067045,627.439116279,616.006205181,637.362888748,693.881354339,791.12206069,842.537101614,909.853016713,904.719197957,938.695413252,897.052518865,877.72308053,858.81014756,840.304745212,822.198092131,804.481596177,787.146850353,872.113697199,982.513121735,1070.07060961,1155.78580912,1138.06795391,1187.74004118,1215.00277085,1249.18099343,1328.52042256,1426.13457747,1425.86550814,1501.86897489,1454.78676018,1559.88396925,1620.17612929,1636.93330837,1575.64149975,1755.02312042,1832.02563958,1899.26117574,1962.22673226,2056.69607952,2065.94719517,2204.21429652,2240.68146969,2231.05374609,2395.67047293,2397.21955931,2337.84523641,2380.68484122,2370.80116351,2365.08720675,2291.44537174,2233.98275024,2195.08334727,2189.67071936,2199.48983674,2166.40613716,2126.72437435,2154.5725797,2124.28047203,2112.71386598,2094.56368389,1993.42607784,1935.31368571,1682.50051268,1611.38351187,1499.50787007,1460.98303328,1461.97581241,1513.43458864,1554.92771127,1597.63361758,1635.21538088,1681.6587179,1724.29550651,1771.18868604,1876.60127375,1975.0,2095.2758009,2259.87026733,2428.74995105,2583.56479663,2753.98941742,2921.07421869,3117.27386553
245,Wallis et Futuna,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,580.030204648,581.913819305,583.803550892,585.699419273,587.601444378,589.509646199,591.424044796,593.344660292,595.271512877,597.204622803,599.144010393,601.089696033,603.041700174,605.000043336,606.964746105,608.935829133,610.913313139,612.897218911,614.887567302,616.884379235,618.8876757,620.897477754,622.913806525,624.936683207,626.966129064,629.00216543,631.044813707,633.094095367,635.15003195,637.212645069,639.281956405,641.357987711,643.440760808,645.530297591,647.626620025,649.729750144,651.839710058,653.956521944,656.080208055,658.210790715,660.348292319,662.492735336,664.644142308,666.80253585,668.967938651,671.140373473,673.319863152,675.506430597,677.700098795,679.900890803,682.108829757,684.323938865,686.546241412,688.775760759,691.012520341,693.256543672,695.507854338,697.766476006,700.032432418,702.305747393,704.586444827,706.874548694,709.170083047,711.473072016,713.783539808,716.101510711,718.427009092,720.760059394,723.100686142,725.448913941,727.804767475,730.168271507,732.539450882,734.918330525,737.304935443,739.699290723,742.101421534,744.511353126,746.929110832,749.354720067,751.788206327,754.229595195,756.678912332,759.136183485,761.601434484,764.074691244,766.555979763,769.045326124,771.542756493,774.048297123,776.561974352,779.083814603,781.613844385,784.152090293,800.428702459,817.043167583,834.002498466,851.313853471,868.984539548,887.022015318,905.433894218,924.22794772,943.412108604,962.994474314,982.983310371,1003.38705386,1024.214317,1045.47389078,1067.17474863,1089.32605029,1111.93714559,1135.01757845,1158.57709089,1182.62562714,1207.17333786,1232.23058438,1257.80794313,1283.91621003,1310.56640515,1337.76977724,1365.5378086,1393.88221982,1422.81497481,1452.34828577,1482.49461844,1513.26669728,1544.67751087,1576.74031741,1609.46865028,1642.87632379,1676.97743898,1702.08169318,1727.56175659,1753.42325506,1779.67189865,1806.3134829,1833.35389011,1860.79909063,1888.65514421,1916.92820127,1945.62450434,1974.7503894,2004.31228725,2034.31672498,2064.77032739,2095.67981845,2127.05202278,2158.89386717,2191.21238211,2224.01470334,2257.30807339,2291.09984325,2325.39747392,2360.20853812,2364.84117131,2369.48289746,2374.13373442,2378.79370007,2383.46281234,2388.14108917,2392.82854856,2397.52520852,2402.23108712,2406.94620245,2411.67057264,2416.40421585,2421.14715029,2425.8993942,2430.66096584,2435.43188352,2440.2121656,2480.40552526,2521.26092005,2562.7892545,2605.00161279,2647.90926165,2691.52365339,2735.85642894,2780.91942099,2826.72465713,2873.28436305,2920.61096581,3079.97636587,3248.03766246,3425.26935389,3612.17182988,3777.96532418,,,,,,
246,Vanuatu,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,829.578083392,832.272090402,834.974846043,837.686378728,840.406716959,843.135889332,845.873924534,848.620851349,851.376698649,854.141495405,856.915270679,859.698053628,862.489873505,865.290759655,868.100741522,870.919848643,873.748110652,876.585557279,879.43221835,882.288123789,885.153303617,888.02778795,890.911607006,893.804791098,896.707370639,899.619376139,902.540838209,905.471787559,908.412254998,911.362271436,914.321867882,917.291075447,920.269925342,923.25844888,926.256677477,929.264642648,932.282376013,935.309909292,938.347274312,941.394502999,944.451627386,947.518679608,950.595691906,953.682696623,956.779726211,959.886813223,963.003990321,966.131290273,969.268745951,972.416390335,975.574256513,978.742377679,981.920787136,985.109518295,988.308604674,991.518079902,994.737977716,997.968331962,1001.2091766,1004.46054569,1007.72247342,1010.99499406,1014.27814203,1017.57195184,1020.8764581,1024.19169555,1027.51769905,1030.85450355,1034.20214413,1037.56065599,1040.93007441,1044.31043483,1047.70177277,1051.10412389,1054.51752395,1057.94200883,1061.37761452,1064.82437715,1068.28233293,1071.75151823,1075.23196951,1078.72372336,1082.22681647,1085.74128568,1089.26716793,1092.80450027,1096.35331989,1099.91366411,1103.48557033,1107.06907612,1110.66421913,1114.27103716,1117.88956813,1121.51985007,1134.87787682,1148.39500631,1162.07313355,1175.91417614,1189.92007449,1204.09279216,1218.43431605,1232.94665677,1247.63184886,1262.49195108,1277.52904672,1292.7452439,1308.14267584,1323.72350114,1339.48990415,1355.44409522,1371.58831102,1387.92481487,1404.45589705,1421.18387511,1438.1110942,1455.23992742,1472.57277613,1490.11207027,1507.86026875,1525.81985975,1543.9933611,1562.3833206,1580.99231641,1599.8229574,1618.8778835,1638.15976609,1657.67130838,1677.41524575,1697.39434619,1717.61141063,1738.06927339,1758.77080252,1779.71890026,1800.91650338,1822.36658367,1844.07214829,1866.03624022,1888.26193869,1910.7523596,1933.51065598,1956.54001838,1979.84367538,2003.424894,2027.2869802,2051.43327927,2075.86717638,2100.59209701,2125.61150743,2150.92891521,2176.54786969,2202.47196249,2228.704828,2255.25014391,2282.11163169,2972.50930395,2746.96238189,2713.8493827,2605.68798466,2972.58890886,2999.82010561,2584.81037329,2624.32401565,2834.89006974,3359.30136458,3507.64122304,3464.30987724,3314.97011659,3251.27454485,3191.44442435,3217.7159512,3281.56464082,3574.85812633,3443.42445985,3492.04201129,3482.08468915,3555.61849594,3729.74916281,3840.46724811,3936.02298457,3741.0988969,3762.18961837,3575.44608631,3234.45814059,3251.04351488,3340.5133129,3477.0,3686.89599477,3790.98400065,3945.41216429,3984.70373283,3959.32488191,3926.11295403,3940.92398434
